address;victim_fanin;drain_txs;btc_from_victims;first_seen;last_seen
bc1qnf8ff7rwq08yre0ftz5uh4leekz2vus9rq2w57;17;1;2.00121747;27.09.2025;27.09.2025
bc1qhu6t59q3hy9snwvcax2n6gqm2ejqg7hulecxnj;17;2;1.84429745;04.12.2022;05.12.2022
3NgTeZGKbErdTwCXSutxGhAXBqasdmQe7K;17;2;1.3233478;21.12.2024;21.12.2024
35QY8cNVdFJNkEYSeo246PkDXHjKhWsuJh;17;1;0.92134504;21.01.2022;21.01.2022
bc1qc0ws34r2rw2nymhvw4tx6wk5actdl4tw424ffe;17;1;0.76525538;11.11.2022;11.11.2022
UNKNOWN:0020c23532345e379fbbcbf8343e28fca6b944ac;17;1;0.58094136;31.07.2026;31.07.2026
1GTEbFFGhY3KKw6B76h8NxLAjJtSnACkaN;17;6;0.51609797;05.11.2025;31.07.2026
bc1qsjk7un6k6hx0qwuz4lw0v2tlmprerezl8se7fr;17;1;0.3984826;12.10.2023;12.10.2023
bc1qqc0k7tknd7fr7akcdlcvv6lj78lsha9eh66sy2;17;17;0.34640033;07.05.2022;09.11.2022
bc1qf538mn72gx4cumvrm549qm6rlacduqlgans7w6;17;1;0.16989361;30.07.2026;30.07.2026
3G5uGfYZ3yyS5x65hoVXrG6EnrrHssnziJ;17;1;0.15;21.06.2023;21.06.2023
bc1q80s2qn2xfku4x9wu9g3w8ssf69x0cvw5flp9ww;17;1;0.03791538;12.10.2023;12.10.2023
bc1qv963ftzujslu52yg73ktvwpa7wv3qtxfv0wag6;17;1;0.01629599;20.11.2023;20.11.2023
bc1qzj0hpmdn2ssr5fgyrm2aemp3nzgh6r3uvk80he;16;2;47.07982957;31.07.2026;31.07.2026
35u7UDQ6TaAvP7kaG4jr1dCWaGRT5JvMAi;16;8;9.28499736;19.02.2022;19.09.2022
3EZg8kSRc8PAaLw7T1Magtfovnt3NgKiGZ;16;11;2.39728483;29.06.2023;31.10.2025
bc1qg2rx4m50ekhq958x2nwezjeh08rh2k62q3zsp6;16;1;1.4849949;31.07.2026;31.07.2026
UNKNOWN:00202785107ab380e42b1719e50911e36c7b8bbd;16;1;0.99996623;23.02.2022;23.02.2022
UNKNOWN:0020d87d4109cb695514acbff16bd977438232e7;16;1;0.90436398;30.07.2026;30.07.2026
bc1qw8efjk8kesdy47slf05k8x0ag3u6j8cejfz7gy;16;1;0.85075667;31.07.2026;31.07.2026
bc1qzquj83s2tq02clek6ycj25hfjjddj22ndj4jld;16;1;0.83;31.07.2026;31.07.2026
1GGxj8ekaT1QHWQKcPAU8dN2UmgAJnceL8;16;8;0.60001352;18.09.2025;04.03.2026
bc1qds8ru5dm85eum2f9rx3m4gtvkek7psyglda03w;16;1;0.6;30.07.2026;30.07.2026
3NyzTMBGH7jrTBTToqbFGc9KgrAz2Zbef7;16;4;0.501;11.08.2023;22.09.2023
bc1qzm5pauxyv7t7vqstzpumqcn066wfjsmev34mf3;16;16;0.33203236;01.08.2026;01.08.2026
bc1q62lmp862278pa2jq2c2m8dnevcqpvad68yvgp3;16;1;0.22362111;31.07.2026;31.07.2026
3JShW98tTjYDR6ct7eeLGo3nJomiAjFu5x;16;1;0.15463908;24.06.2022;24.06.2022
bc1qq30y0r9mxue9gh6dtm974chzwzj0wue0uqnr4f;16;1;0.08291572;26.07.2022;26.07.2022
14CujUY573sAVom3neYndEhjmmQgMCAL57;16;1;0.07310979;23.06.2026;23.06.2026
3CZbfcJtWLYGpot7iQzg56t6xapyLFyfXK;16;2;0.06445628;03.06.2023;03.06.2023
19zDenjjeDrc79yXkgZUeNtBG6rvqsTzEo;16;1;0.02633059;20.10.2022;20.10.2022
bc1qzkpxu82kyn60l4x357v6vnhqjusm7kr50nukxt;16;1;0.0180775;23.10.2021;23.10.2021
UNKNOWN:002065a55b8b28099c8125465748af1d0ddeed28;16;1;0.01450112;30.01.2023;30.01.2023
bc1qk0yuwmw7x0285ecsap0jxqswxvh0q3uuazded5;15;1;20.1765422;31.07.2026;31.07.2026
388A6wFKCYdZSbCACLWmJgevDB4o3g5Qcq;15;1;9.0;23.11.2021;23.11.2021
3M5fKMBhGkbuiGML9j4fNs9tWy9HrajkHt;15;1;6.55913933;31.07.2026;31.07.2026
3Qvb2JFywW2NTy8qDQLjyiJjgJbztXw1Y7;15;4;3.00838099;21.12.2023;16.01.2024
bc1qpuvawun3eanqphzerc57pgzpt0vqr9rtzcrumg;15;1;2.92128019;31.07.2026;31.07.2026
bc1q2p8n4ucyuv8uc822wzzpd6nkuw5hs30mfytep7;15;1;2.35622998;11.03.2022;11.03.2022
bc1qxp7rkmlkfsl5ts70vgxj5m6nxk0e246xeyf9zn;15;1;2.0;08.06.2023;08.06.2023
bc1qazru89frek07why7cezcu036gw6p5kev0elwe6;15;1;1.99996187;27.09.2024;27.09.2024
bc1q8ey8dwfzvgqjlggaav2v6836sqpj20vrhmah7t;15;1;1.86906905;01.08.2026;01.08.2026
bc1qhzhu4dnpn6pm907cky36kzhkejhd2snxw4c4s6;15;10;1.85293609;13.05.2024;07.10.2024
3P1LiwwQKrYSedNAKPekHsG2ZwLeFsiR8w;15;2;1.39119828;21.11.2025;21.11.2025
bc1qn05wnwzyg5zcd7eka030wthqyyqy6926ktl8wu;15;1;1.2930676;25.03.2023;25.03.2023
bc1q8xf8ve8wv3w6fduc7kzvy40cxqkv63qfxl420n;15;1;1.27764422;06.01.2024;06.01.2024
115qCez9fBnq4ADuoSueeB3WnsEsUpwCoo;15;1;1.24121345;01.08.2026;01.08.2026
3Ph78nUMYzRxX9bgJDhm7jQ1Hdu2aCZdLW;15;1;1.0;31.07.2026;31.07.2026
UNKNOWN:00203a0e4027728b09d3ee099969672faeb14e1d;15;1;0.60188981;31.07.2026;31.07.2026
bc1q4x35uw6er8jpf0sam4yyngj60mzc85hwv4adpn;15;15;0.562;20.02.2025;04.04.2025
3LgCpmipFaNErrf1qFDozbxw61kMGTNZq1;15;13;0.54998398;28.07.2022;17.12.2024
bc1q2x0snwvq0nsyuhhc05z9l27yr58wu08d7e79at;15;1;0.50165043;31.07.2026;31.07.2026
3Authj5manxXyhzrKSvGvwi1XW6PQyCivy;15;1;0.49415743;16.02.2023;16.02.2023
bc1qf2qhr84j4u3dhqnxjvyl0zm37tmc4y9eqtl77t;15;1;0.47461063;27.11.2022;27.11.2022
bc1qulslgka6pnp8pven8f5rv3vy4jc8kd8j2w0kas;15;1;0.38538631;30.06.2023;30.06.2023
bc1q9aumpmjcdlq8jhuef7fydhys6azyqen87q5xr0;15;1;0.36409139;30.06.2023;30.06.2023
bc1qk9ye64n0w70cjwhcpxkx2u0rpxzdv26jqnea8p;15;1;0.2685518;30.06.2023;30.06.2023
bc1qf9ktrh6pwq3aa2t7ke5k7lryty3ry4097rg3np;15;1;0.26532899;30.06.2023;30.06.2023
3KXTGDhajJVVEZqEtS4rUSJM7LhgUhX6Br;15;4;0.2629122;02.01.2024;11.03.2024
bc1qup7syrukct9sypnhukjjecyljp6973c75gvntg;15;1;0.2503429;30.06.2023;30.06.2023
bc1q8jfty0nam2ddh4p4pkxzw5qs3d5ecwa3vy2ap5;15;2;0.24775283;31.07.2026;31.07.2026
bc1qwa06nz4f9dwrpvqdmghdsr6urunkvdhnps0y22;15;1;0.24380542;14.10.2023;14.10.2023
bc1q7c62t50702vu87wgwmvqr3efn5pau9fjekfveu;15;2;0.2307799;12.08.2024;12.08.2024
bc1qsk7dvyezzes2auuywxms5zzeey84688nwjjrgw;15;1;0.2;07.07.2025;07.07.2025
bc1qndu56ewzgf3yjlzumljgt8cpngnqrwv753l973;15;1;0.192848;31.07.2026;31.07.2026
39aNUGyxWxHRr5zukFw3oRY3SSoPtmXaxP;15;4;0.17992;06.07.2023;23.08.2023
bc1qqzfvskuafaq54754ckw766lp8gc7alrx5vl395;15;1;0.1735097;30.06.2023;30.06.2023
bc1qzzj9paux30parpfdd7vq8qcslg7t65eas53k7f;15;13;0.14150197;31.03.2024;16.09.2024
bc1qsv4z5pu4gk9j6ugrtfkey5d9mtx4eht0g67ytc;15;1;0.12673284;15.05.2022;15.05.2022
bc1qc9n7jae5ck9ast5gaq37lzutfehdxd2hka36yt;15;1;0.12344475;31.07.2026;31.07.2026
bc1qkmn0ctx8pnwfm823xjmj35p8yg8hemnhfh9yag;15;1;0.05018658;31.07.2026;31.07.2026
1Ga7E9ugpre9LCAgJbZkxUrfySWNskQJxA;15;10;0.01990508;25.08.2022;20.04.2023
bc1qwg0ga0yrvf7flmtdzup62de0zjy8kqt8jm9pqn;14;1;12.16471137;26.11.2024;26.11.2024
bc1q3e0x82egau4q4esdnjjc34sufc3ctfyhqmrlm8;14;1;3.17170868;31.07.2026;31.07.2026
32rccQukkCbzLqZatwZG6ajMJbJ776AwBy;14;9;2.2032738;21.05.2023;11.02.2024
bc1qgh6rd0pp0cdfravu5vdprhqg7zlqps82j7zuw6;14;1;2.10143616;06.03.2026;06.03.2026
bc1qzsd54etw6kgm4h66uv2jyc2dhaukct5zr8hpnn;14;1;1.71301606;29.03.2024;29.03.2024
bc1qdgcjr7m6xhdvlnqxfvaf4q0gdgx76ffx9mxua3;14;1;1.48148171;31.07.2026;31.07.2026
bc1q5n93ugqhgvxs6d980khvyrl9np24qxdfejxgvg;14;8;1.3951565;29.02.2024;27.10.2025
bc1q9e4ts0t2u26ug2cjuwxamnhu04amzzenkteayt;14;1;1.27757846;20.02.2025;20.02.2025
3QKnQPZUUqdiqbZMbA4VomCkqfDVbC2fUT;14;10;1.20540908;11.08.2024;04.11.2025
3FTaAAYHrHCmQ5s5R6riMaK7kt8TboeT9c;14;1;1.20280748;11.12.2023;11.12.2023
31mszs31ihCUfCdgAt48X3nBbnTRcjEQGL;14;3;1.10226299;12.09.2022;29.12.2022
14BYrndGHf89nvxk1wXDh3755PcG9nVu7V;14;5;0.80070107;05.07.2024;14.09.2025
361tyD8enwVomuwuMEzS1v8CUN3gBnkxu6;14;6;0.7639;17.08.2023;02.09.2023
bc1qtqfcx3k7c9qvjqrl23wyet0h6vx6dg25yp33sc;14;9;0.72970887;15.10.2023;20.11.2023
UNKNOWN:002085ab4b68eed419b0b9d959935b93010b12d6;14;1;0.70585058;20.12.2024;20.12.2024
UNKNOWN:00207d8982038858923e017d14d021abaa48235a;14;8;0.6;26.11.2023;20.07.2024
bc1qr5qxnz5vep4555zdnw67e2zjyac8efmecu62vx;14;1;0.57707994;31.07.2026;31.07.2026
35fwg2XBhCHXZpzcLP1UXkEZS8ngNKkGHo;14;4;0.54035921;15.11.2022;22.05.2024
bc1qq2tfsujx5xgsm50qzdwvcfj8l6eq0mcthelswc;14;1;0.49343874;31.07.2026;31.07.2026
bc1qnudnjg5y7hfawe040rvdf492dwyg286sg88qez;14;13;0.38312226;31.03.2024;02.10.2024
bc1qvntqu6x4fxz79z3r0xsl5qgt52ndfrhzem2sy0;14;1;0.3;31.07.2026;31.07.2026
bc1qcvdj3z4zwyljrn6u0sj6hysppdq7kcwurv5vhu;14;14;0.25321608;05.02.2025;16.07.2025
bc1qj0uxguxcfm3er9sputx2dr9hh8k57ge5cjq3gc;14;1;0.25;31.07.2026;31.07.2026
3FtXUyGhEg2n9GmHbbNrusoLLcitP85e8W;14;9;0.23807861;18.06.2025;23.06.2026
bc1q85tmfp7uxztwsxhh4kugqe35lfcl0e4zd3tg65;14;1;0.20890495;02.07.2023;02.07.2023
UNKNOWN:0020c524b43e2873671d598433013713a99268a0;14;1;0.19200999;06.09.2024;06.09.2024
3PqEhqdjc2PEvtNApvYjKJEZgzs74kCYty;14;3;0.10994028;10.06.2025;31.07.2026
36fRS8M7ARq3vTvdqjpfXkx5YCW353YqNL;14;9;0.07675;12.11.2021;28.11.2024
3F8DvtsJN7xvRaaxN3VnzLRpHrEv5xRJwK;14;11;0.03977794;21.03.2025;27.01.2026
bc1qztzf3jzt304vp9jn3updwmmay4sqkz3mnfqlsz;13;1;9.50285406;31.07.2026;31.07.2026
368m9mUs4KYAxMJqu1j1mzR9W8YQUA5M4g;13;6;6.13334605;31.12.2022;31.07.2026
bc1qmnpahhwlx25cyt6aqx5yh6w359kq0u2kyre7q6;13;1;4.60983991;31.07.2026;31.07.2026
bc1q06sn96lmwt7rpdy40c8vkl3j852z4038eema7m;13;3;4.34998256;23.05.2026;31.07.2026
bc1q4xx7yg35myyvkjp0te9zugxvextukpytdgt2rs;13;1;3.39236531;31.07.2026;31.07.2026
bc1qf4lskkwtumwy9v36sf3j7xcs08344gmevvneye;13;1;1.79996934;10.05.2025;10.05.2025
bc1qk2t3jwfn8h3ar2ju9nmzp78lg6k0qy2fjgftmu;13;1;1.72599573;02.05.2025;02.05.2025
bc1q2keunj7tqruypmf336960s5p06ux3xaqg4yh9z;13;1;1.49939808;31.07.2026;31.07.2026
3M8821e6uod7FfFLBxujUBn9oERkZSEbcV;13;2;1.18860778;30.07.2026;31.07.2026
bc1qhe6ptszuxfh7k9zd05pcyrtk8tmcx4aajmd8d2;13;3;1.00373096;01.08.2026;01.08.2026
bc1qvqxlpfdw27dul88s9pr3rsqlahnff4nmw0gmyk;13;1;1.0;31.07.2026;31.07.2026
bc1qvyht83j33djwma2zls7fq9a73xgv9gtq4h6266;13;1;0.95157536;31.07.2026;31.07.2026
bc1qw5tuwtqs8enw8czd5fttgquhxpcr6x6gl3cv6v;13;1;0.83718896;31.07.2026;31.07.2026
3CHcqqqxrSYChnXHmKachTULpZhE6emU3A;13;1;0.77578926;31.07.2026;31.07.2026
1FWxRiQ5m3ApcSdBZ4tJxfvioNbYi5uiHK;13;1;0.72890925;31.07.2026;31.07.2026
bc1qy5s387lu4m6acwu6mz2av7wrfugsuecn055y3e;13;1;0.46472563;26.11.2024;26.11.2024
3CMAWQa3FWwtUHWXtVYFEPvYD7TSR3oaT7;13;7;0.335652;02.05.2021;01.03.2024
bc1qxmvnpfctll9f4q2ey0ue6redw2fxjsshvgzahx;13;1;0.25;31.07.2026;31.07.2026
UNKNOWN:00209ea66e4d00ec5424f47bf7e34158fa63c14a;13;1;0.25;27.12.2024;27.12.2024
bc1qln5mc5wl5shly2ggw4hufjyp3unv60kpwjdrep;13;1;0.20728527;25.02.2022;25.02.2022
bc1qq4hcefejw2udnaluxwq72c4jq6x8zmm6ks5830;13;1;0.18964727;31.07.2026;31.07.2026
bc1qvlfvphqt9lh3u3sfzyvej83nq9k2z0llsrkg7m;13;1;0.17054433;31.07.2026;31.07.2026
bc1qdr4tdjtc3wnu0umja3zt9rv3736g4mzg7lsycl;13;1;0.16037538;31.07.2026;31.07.2026
bc1qpk5wrxl3lpt362fkwnxr3lzaskmk8rt8cwtr5w;13;2;0.15415587;06.10.2024;06.10.2024
UNKNOWN:00207032bf91d163f77aeace125271a8f2c9073a;13;1;0.12999054;16.03.2026;16.03.2026
33iDnAfxLriz3oWmpHbP3KV7FiwqQ2VRzT;13;1;0.12888007;25.03.2024;25.03.2024
bc1qtu9rpyw6274vv9700felqatxd3er5yw8us4fe8;13;1;0.05601723;02.03.2025;02.03.2025
bc1qgfngmjnvz79chh7pdthpq8asgcrfejd26xapmt;13;1;0.0548345;31.07.2026;31.07.2026
1KvWqDYc31J1Mv5CDTgWvQXH7P1m9dvtER;13;8;0.03505;21.04.2024;08.02.2026
bc1q43ud9meawwd24rup96vkdz3zg847dmf5m06kqv;13;1;0.01013345;12.06.2023;12.06.2023
bc1qpp3yhjqem8a38zxyf74hvpe6a53x8j2rcaaz9z;13;2;0.0063499;22.10.2021;22.10.2021
3CcosATEpNFJo2S1eg4S26Xrj7hRwwyjLg;12;7;10.0097026;26.05.2023;31.07.2026
34hG4PyDH8PpTqVkPE7jHnpByFbryyGy6y;12;5;5.39349576;27.10.2021;09.05.2022
3MW1iGkWVWygzQWGjwknbDYfUZNbxZqHT4;12;2;4.0;13.05.2025;23.02.2026
33Crz1qkgFLzCmgMVdW5VckRWg4noChxPy;12;4;3.71298128;07.08.2023;02.11.2023
bc1qac2x68q8ced3605f6jwvsr43sn9yc9hq3pd8mr;12;1;2.50785498;31.07.2026;31.07.2026
bc1qk0kee9frmz92a3l65rjw3ecnl7yqh4y788ja20;12;1;2.135698;06.01.2024;06.01.2024
bc1qxdfphghgk976xuf3nk3dn9rthqhy39urfarrzu;12;1;2.0734857;31.07.2026;31.07.2026
34ZtMVYD8Rr26FMnMgnatVWov9qWKAiqCb;12;3;2.04015623;22.01.2022;24.02.2022
3FZqJFmhzZJiSmCBc4PhfA9zDB7KJWXpwo;12;1;1.66775543;13.05.2024;13.05.2024
bc1q3w45rmqxhwwtmr2fdzdp2hfh2p398fr9k229u2;12;1;1.5525568;13.07.2022;13.07.2022
bc1qudxc5ymgtvvc2wmx42udayz3l9ydfcrv2md3g6;12;1;1.51164667;01.04.2023;01.04.2023
bc1qhxs2rkuwklleckrt93q47zcct7wlckrm2hl7t8;12;1;0.97359213;30.07.2026;30.07.2026
UNKNOWN:0020adb02c3976ddf8f8d34e008437e41bcf207e;12;1;0.5;14.06.2024;14.06.2024
bc1qtg4ljhypl6cthsk3t954jlw52euhprawsct72y;12;1;0.5;01.07.2023;01.07.2023
bc1qk9qzu8vcrtjxtelfyxlvqqqlgnagrr0sqfh6d4;12;1;0.5;01.07.2023;01.07.2023
bc1qqm4gyc5px23wparsjrkma5kplrzcq7lk2nagu0;12;1;0.5;01.07.2023;01.07.2023
bc1q4xkyapd2gw978tu8tg0se3mvfwevwy3fnttgtt;12;1;0.5;01.07.2023;01.07.2023
bc1qgz6ea57ng9gz577dnyvfzv0xrehff2pqa87z48;12;1;0.5;01.07.2023;01.07.2023
bc1qx6errshqh3uqkdhr2wnzkp5auj5vnwrzpc5kvu;12;1;0.5;01.07.2023;01.07.2023
bc1q457l08jyaz4q9ge9nvaf7u6gnw957m5cxt4lgf;12;1;0.5;01.07.2023;01.07.2023
bc1q5uu0gpkltyrqe6ykdqh8nslmc7dsfac9e7mqur;12;9;0.47558473;11.02.2024;20.10.2025
bc1q0mh6rs0mjvv5ncdyqwhqma7hgup3aycucsc279;12;8;0.40976416;31.07.2026;31.07.2026
bc1qgq7yhnvtucrysdfzef9rr7yqh2wxudrmlcnka8;12;1;0.40404;30.07.2026;30.07.2026
bc1qcqq7t55dyd9m7fdn4lqzn765ssspdw2rd5p2mx;12;1;0.39163221;31.07.2026;31.07.2026
bc1qpr8lqzlwn2pksqckrgrnxut823jte0q89zvvje;12;1;0.38096948;01.08.2026;01.08.2026
bc1q5xr8p6nnm9s2ch2vu822mplka3j6cvv89lkgvx;12;1;0.36576142;31.07.2026;31.07.2026
bc1qcwyqgyke636h4xclnn3z7tlyedse3ycyc4gpx2;12;11;0.3093714;09.04.2023;02.09.2023
bc1qkqgp522zcu6u5sar883mh0pnaamk27gflkyj5r;12;1;0.29775764;31.07.2026;31.07.2026
bc1q5s0sx60m7z4aw5py68k5tu62vde7a7tspx649h;12;2;0.28656082;31.07.2026;31.07.2026
bc1qvzzs4phdsd2jrj5yuxjg98xnqywgkp38fwkkt0;12;9;0.28313927;18.03.2024;06.10.2024
bc1q4tdaqyctgmvcw8quvzpdek7lhhgmem5wh7tk4y;12;1;0.256873;01.07.2023;01.07.2023
bc1qwfh2syllz9x7kl6gcws040wlskpg0y4p9kjt8f;12;1;0.2;07.07.2025;07.07.2025
bc1qaz5csgxtfdgd6wz34a0k0ug0a927dxc7dvq6we;12;1;0.17717838;28.09.2025;28.09.2025
bc1qx0zgwfdrdy5snaepmxe7humaafyl5x70e9ld6v;12;1;0.15820855;31.07.2026;31.07.2026
bc1qphndkhk5z23tl8wv393essnshh5y995aaqlhre;12;28;0.14984779;30.07.2022;06.12.2022
bc1qeqdsq0m4a5u243j68lz7g9wzsl690nxp2e9t59;12;1;0.11581839;31.07.2026;31.07.2026
3JDXAVExwH6RnSu2yG2NS3abdFY61pBkHr;12;9;0.10743065;04.09.2021;27.10.2021
14H4VCc8hajRJ73jhmS5fHNrds8Moabu1a;12;9;0.09668834;09.02.2025;15.06.2026
bc1qwhe4rnffmrdty0l4h4hm8th0n9vxjr0mdy9yn5;12;10;0.08041626;01.08.2026;02.08.2026
bc1qf8hnlc4sldwxpj8yp0pp7qhcwq9wf7pc8dd6tw;12;3;0.07;05.11.2022;06.11.2022
3Q3BvWovspqKiH5n3BkhLvuGqimmdYHapr;12;1;0.04473572;28.04.2024;28.04.2024
bc1qfvmr0p22lmjv0fws8mnhk9vhjkr4dddtterjjf;12;13;0.04377322;04.08.2026;13.08.2026
3H9C6SMbY2xPr1c3PzT8t4ND248xe5vJoH;12;7;0.04170306;03.09.2024;10.06.2025
bc1qhjelwd0drsnap82ff749d43cvy5rr92mmz334l;12;1;0.03918072;08.04.2022;08.04.2022
UNKNOWN:002090de857f2d5ab6f8c6760305e07447be169f;12;1;0.03;31.07.2026;31.07.2026
bc1q5tuftjlx0le6vhpmssdfd0m4kpf3mxd94v2n8h;12;2;0.0241;30.10.2022;30.10.2022
bc1q7ksjrw2a6szvs8x3rap7fc2j4nz22refuuqkf3;12;1;0.01121231;09.07.2022;09.07.2022
3DXW2gN7KVGZiNefdLRsJ66t52cCHqcppU;11;21;4.139388;21.01.2023;21.05.2024
bc1qetq85kfnt7p330tsv6nsmxz7xv68fh3mx6354v;11;1;3.63033225;31.07.2026;31.07.2026
bc1q4lymgpqjlr09kq2vmzhfrvlxrk7mxdqks96c75;11;1;3.03068717;30.08.2023;30.08.2023
bc1qzx57tadl7ffnjzf9zp80uynv98f2qq2ps5nxnr;11;1;2.57027775;31.07.2026;31.07.2026
3JniSBSCP5exfPYQxxmWwUTzuco67TTMkp;11;9;2.256;06.04.2023;05.03.2024
bc1qm66hef2n7emxrqrmyfym77sm7xaekgq54ev5rj;11;1;1.65313389;18.05.2026;18.05.2026
bc1qtwflrx2rwcxaxsvluym669kz2hzz30rd6ruxp8;11;1;1.298414;31.07.2026;31.07.2026
bc1qzvwyfq0qd7ph9rnzwlntswn5qgumvsd0286k86;11;2;1.2313368;31.07.2026;31.07.2026
bc1qfza7rzt7uvdn0pmle80pxzau0jhvmr765v2rrm;11;1;1.19618779;12.04.2026;12.04.2026
bc1qjrpz69dfawr2q00698chtsguhyp5sc9nhy3xtz;11;1;1.0765616;31.07.2026;31.07.2026
bc1qw4p33a27jfmnwkzvec0gfzyr9yc46ykzj0j504;11;1;1.07547668;18.04.2023;18.04.2023
bc1q2hm5xc8vwaj2cvljqr0ajld06xpw042rk5uyjy;11;1;1.05328577;31.07.2026;31.07.2026
3Fwq3ocPB6vrMCGwUBs1TmVbExd2YxXp73;11;9;0.92495302;29.10.2022;21.06.2023
bc1qcyd0e5y6gpw90wzlvnzfg6f6nnvtrsrs7kpc0l;11;1;0.90929512;30.07.2026;30.07.2026
3AFD7BdBXBjmuKgpZRTrQ1Nu9jTCUYxEJg;11;10;0.80264987;06.06.2023;31.07.2026
bc1q53kwdp933csaayp8m47apeg2a7svq6v2vfvrjy;11;14;0.59471634;31.03.2024;02.10.2024
bc1qjjzsv7cd8umw5xj4nh243kvy3c5gqcqnw9svs0;11;12;0.57790399;14.03.2024;24.08.2024
bc1q7c8v2c3gzzxnz22whagwa23pefaayltv4ugdn3;11;1;0.5744979;30.07.2026;30.07.2026
bc1q4r63xh9l3vg7zn2zterjvf6me49xwyfscxvwpd;11;2;0.55394297;31.07.2026;31.07.2026
bc1qg0vt5a2dglfawch0lqhcy0e0s8mnuwf372qccy;11;1;0.54994493;28.07.2022;28.07.2022
UNKNOWN:00200b58a56cc9bdf298df94ce818146f29f18d9;11;1;0.5;14.06.2024;14.06.2024
bc1q5zukuq46atwxmcc09kq82vygndpzenckpgyx83;11;1;0.49999521;31.07.2026;31.07.2026
bc1qqaj7dwl4gkgfsmcapks938c7wlx0dfr4egzdc0;11;1;0.48261652;19.06.2024;19.06.2024
bc1q0asxtn0sz4tqfnn25kemaz6f29uen3s8rwxfvq;11;1;0.40496967;31.07.2026;31.07.2026
3J4PCTA9iJPUom79WokFSkctQ7VshNSCyT;11;4;0.39706772;11.02.2024;26.02.2024
3H8z195xz87eCNwwPuBphWvmL4MhtZvVV5;11;5;0.38539332;24.08.2023;31.12.2025
bc1q88xa70u9g5zrynjyh650w0j658kc9yazxtlgj0;11;1;0.37567825;12.03.2023;12.03.2023
bc1q2rkaw07pv703dzmwhd5e8lxd8vszu0zegd4lj9;11;1;0.33619839;31.07.2026;31.07.2026
bc1qsyaxf25aqf72vpqgmfhthnaq043a8c0apxvgdm;11;1;0.25571025;07.01.2023;07.01.2023
bc1qq5ynvg97sfq9mqj9lus4yjk8ycacfg0rfv8ara;11;1;0.25;31.07.2026;31.07.2026
bc1qkrrqjv6jzyc4kzx5gkcrw964qn9jvm3dztkn70;11;6;0.16833341;25.11.2024;19.09.2025
bc1qrftz2wpkay8kxjveyv482f5wpu5m45zk9lzemr;11;1;0.1596626;15.09.2024;15.09.2024
35Hk3SkiPNC8eL1eNRezVRzMGWNdZRLam2;11;11;0.11919667;08.06.2022;23.01.2023
bc1qe7lfd53c6ypfw06zlthx5am48eh3c2u3xxakac;11;1;0.11107776;31.07.2026;31.07.2026
3BsJ7qriR7Ufdj4xzqnUcYH6fvf2mQtpb2;11;1;0.11093011;28.04.2024;28.04.2024
bc1qnwdyemcpj66ztz4lulepk9emrg285794qyl45v;11;1;0.11;12.02.2023;12.02.2023
bc1qzj53cwhvuehdfqc742ffj7xcfewwhca8l074mn;11;1;0.10944789;30.06.2022;30.06.2022
bc1qc5nq8la00qpphxzgmufnsxmn5wpzej459nuceh;11;1;0.10254972;23.08.2025;23.08.2025
bc1qk9p69z62kj5266hk3txr0f8640ucy85hynkpge;11;1;0.1;31.07.2026;31.07.2026
bc1qt40k629m6rmtkvca7perdvh2xgjaf09hy8p5cj;11;1;0.1;14.11.2024;14.11.2024
bc1q7dqxfvzchh3dw45cnvsldhsnhgw6rxr4uq2esz;11;11;0.08988559;31.03.2024;02.10.2024
bc1q8cc6z237x03e7cuedkkr59lxun8z9f9q5xhj2f;11;1;0.05085163;31.07.2026;31.07.2026
bc1qzmtm52ea7ytekyp37rnkztlnk44v5h2e4pmj0c;11;1;0.04032536;31.07.2026;31.07.2026
bc1qsw2f6l4r7krj5sgsf2u6g3nxmvjzxk442cqktp;11;1;0.03562503;12.06.2023;12.06.2023
bc1q8v8vvsmu5zwgf8a9er0lzjc455ruzekdqjexz9;11;1;0.02685873;29.06.2025;29.06.2025
bc1qwwaexslqnrcvr5heeaw8f08l3rtjeyayx78qk9;11;1;0.02006831;15.05.2022;15.05.2022
bc1q9ud6jfh3wdqt9f8gh89s8vr252senvy2ljfclx;11;1;0.02;24.10.2021;24.10.2021
3JZJ4casTnTfrL9UeRCZKSspo3k4Zevt4s;11;1;0.01985872;14.07.2023;14.07.2023
3DKDjaNnT11V18LgPQc3hRvrbAH5aFoQAi;11;1;0.01057703;17.04.2022;17.04.2022
bc1qceyaeuv7pfedshv8wzwwcwknhzjjnwmuv5qck9;11;11;0.00421705;21.06.2024;14.01.2025
373igyErssqwCGicDvrRAZCB568dgxCnVd;10;1;15.1808248;09.09.2022;09.09.2022
bc1qyckar84h8tt0y27tl32x4429546k5uvmrm7gzp;10;1;9.90063026;19.01.2024;19.01.2024
bc1qyc4j45y2vm5vea3sqdq6req48aac60arfeg67s;10;1;6.26120367;31.07.2026;31.07.2026
UNKNOWN:0020b941fa79cebebddda112f2de572205873b90;10;2;5.10115271;30.06.2025;30.06.2025
3ABbHyGhbiz3KdouQdfyzUyhG4C9yJKHsN;10;1;3.50697325;09.12.2023;09.12.2023
3Mz7Mw6QYe29KfM8WsPCr2h1q78FEcAqk7;10;2;3.39487426;31.07.2026;31.07.2026
3MKpeUBmm4kvYJdHgjSjQiMaxmqfvqgDeQ;10;3;2.3754387;14.10.2024;31.07.2026
